2026-01-28 15:00:11 [DEBUG] macro_scraper: Logger initialised. Log file: /Users/maxkyrylyuk/Desktop/macro_te_scraper/logs/run_20260128_150011.log
2026-01-28 15:00:28 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '5.1', '5.1', '11.9', '3.4', 'percent', 'Nov/25']
2026-01-28 15:01:06 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '0.6', '-0.5', '9.1', '-11', 'percent', 'Sep/25']
2026-01-28 18:48:13 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '4.4', '4.5', '14.8', '2.5', 'percent', 'Dec/25']
2026-01-28 18:48:15 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '0.3', '0.3', '2', '-1.8', 'percent', 'Dec/25']
2026-01-28 18:48:17 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '3.75', '4', '20', '0.25', 'percent', 'Dec/25']
2026-01-28 18:48:20 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '0.6', '-0.1', '19.3', '-14.4', 'percent', 'Nov/25']
2026-01-28 18:48:22 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '52.5', '52.5', '70.4', '26.7', 'points', 'Jan/26']
2026-01-28 18:48:24 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '51.9', '51.8', '63.4', '36.1', 'points', 'Jan/26']
2026-01-28 18:48:27 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '0.2', '0.1', '1.7', '-1.2', 'percent', 'Nov/25']
2026-01-28 18:48:29 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '4.4', '3.8', '34.9', '-28', 'percent', 'Sep/25']
2026-01-28 18:48:34 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '6.3', '6.4', '12.2', '6.2', 'percent', 'Nov/25']
2026-01-28 18:48:37 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '0.2', '-0.3', '2.4', '-1.5', 'percent', 'Dec/25']
2026-01-28 18:48:39 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '2.15', '2.15', '4.75', '0', 'percent', 'Dec/25']
2026-01-28 18:48:41 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '0.2', '0.3', '19.3', '-11.3', 'percent', 'Nov/25']
2026-01-28 18:48:44 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '51.9', '52.4', '59.8', '12', 'points', 'Jan/26']
2026-01-28 18:48:46 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '49.4', '48.8', '63.4', '33.4', 'points', 'Jan/26']
2026-01-28 18:48:48 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '0.5', '0.1', '5.9', '-3.1', 'percent', 'Nov/25']
2026-01-28 18:48:51 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '0.3', '0.1', '11.6', '-11.1', 'percent', 'Sep/25']
2026-01-28 18:48:56 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '5.1', '5.1', '11.9', '3.4', 'percent', 'Nov/25']
2026-01-28 18:48:58 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '0.4', '-0.2', '3.5', '-1', 'percent', 'Dec/25']
2026-01-28 18:49:00 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '3.75', '4', '17', '0.1', 'percent', 'Dec/25']
2026-01-28 18:49:03 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '0.4', '-0.1', '13.5', '-17.9', 'percent', 'Dec/25']
2026-01-28 18:49:05 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '54.3', '51.4', '62.9', '13.4', 'points', 'Jan/26']
2026-01-28 18:49:07 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '51.6', '50.6', '65.6', '32.6', 'points', 'Jan/26']
2026-01-28 18:49:10 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '0', '0.1', '2.8', '-2.1', 'percent', 'Dec/25']
2026-01-28 18:49:12 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '0.1', '0.2', '17', '-19.9', 'percent', 'Sep/25']
2026-01-28 18:49:17 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '2.6', '2.6', '5.5', '1', 'percent', 'Nov/25']
2026-01-28 18:49:20 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '-0.1', '0.3', '4.1', '-1.1', 'percent', 'Dec/25']
2026-01-28 18:49:22 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '0.75', '0.75', '9', '-0.1', 'percent', 'Jan/26']
2026-01-28 18:49:24 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '0.6', '1.6', '11.6', '-13.7', 'percent', 'Nov/25']
2026-01-28 18:49:27 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '53.4', '51.6', '55.9', '21.5', 'points', 'Jan/26']
2026-01-28 18:49:29 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '51.5', '50', '56.2', '29.6', 'points', 'Jan/26']
2026-01-28 18:49:31 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '0.1', '0.3', '7.4', '-1.9', 'percent', 'Dec/25']
2026-01-28 18:49:34 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '-0.6', '0.5', '5.3', '-7.6', 'percent', 'Sep/25']
2026-01-28 18:49:39 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '4.1', '4.3', '11.2', '3.4', 'percent', 'Dec/25']
2026-01-28 18:49:41 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '1', '0', '7.5', '-1.9', 'percent', 'Dec/25']
2026-01-28 18:49:44 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '3.6', '3.6', '17.5', '0.1', 'percent', 'Dec/25']
2026-01-28 18:49:46 [ERROR] macro_scraper: Row for retail_sales_mom not found or malformed
2026-01-28 18:49:49 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '56', '51.1', '58.8', '19.5', 'points', 'Jan/26']
2026-01-28 18:49:51 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '52.4', '51.6', '60.4', '44', 'points', 'Jan/26']
2026-01-28 18:49:53 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '1', '0.7', '1.9', '-1.2', 'percent', 'Sep/25']
2026-01-28 18:49:55 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '0.4', '0.7', '4.4', '-6.8', 'percent', 'Sep/25']
2026-01-28 18:50:01 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '6.8', '6.5', '14.2', '2.9', 'percent', 'Dec/25']
2026-01-28 18:50:03 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '-0.2', '0.1', '2.6', '-1.3', 'percent', 'Dec/25']
2026-01-28 18:50:05 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '2.25', '2.25', '16', '0.25', 'percent', 'Jan/26']
2026-01-28 18:50:08 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '-0.5', '1.3', '22.2', '-23', 'percent', 'Dec/25']
2026-01-28 18:50:10 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '46.5', '44.3', '56.1', '41.2', 'points', 'Dec/25']
2026-01-28 18:50:12 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '48.6', '48.4', '58.9', '33', 'points', 'Dec/25']
2026-01-28 18:50:15 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '-0.6', '1.1', '3.8', '-2.9', 'percent', 'Dec/25']
2026-01-28 18:50:17 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '0.6', '-0.5', '9.1', '-11', 'percent', 'Sep/25']
2026-01-28 18:50:22 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '5.3', '5.2', '11.2', '3.2', 'percent', 'Sep/25']
2026-01-28 18:50:24 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '0.6', '1', '8.9', '-4.1', 'percent', 'Dec/25']
2026-01-28 18:50:27 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '2.25', '2.25', '67.32', '0.25', 'percent', 'Dec/25']
2026-01-28 18:50:29 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '1.9', '0.7', '27.5', '-15.8', 'percent', 'Sep/25']
2026-01-28 18:50:32 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '51.5', '46.9', '60.8', '26', 'points', 'Dec/25']
2026-01-28 18:50:34 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '56.1', '51.4', '64.4', '26', 'points', 'Dec/25']
2026-01-28 18:50:36 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '0.6', '0.6', '5.3', '-1.4', 'percent', 'Sep/25']
2026-01-28 18:50:39 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '1.1', '-1', '14.1', '-10.4', 'percent', 'Sep/25']
2026-01-28 18:50:44 [DEBUG] macro_scraper: unemployment row cells: ['Unemployment Rate', '3.1', '2.9', '5.7', '1.5', 'percent', 'Dec/25']
2026-01-28 18:50:46 [DEBUG] macro_scraper: inflation_mom row cells: ['Inflation Rate MoM', '0', '-0.2', '2.1', '-1', 'percent', 'Dec/25']
2026-01-28 18:50:49 [DEBUG] macro_scraper: interest_rate row cells: ['Interest Rate', '0', '0', '3.5', '-0.75', 'percent', 'Dec/25']
2026-01-28 18:50:51 [DEBUG] macro_scraper: retail_sales_mom row cells: ['Retail Sales MoM', '0.1', '0.2', '31.2', '-12.8', 'percent', 'Nov/25']
2026-01-28 18:50:54 [DEBUG] macro_scraper: services_pmi row cells: ['Services PMI', '52.1', '45.3', '74.55', '21.92', 'points', 'Dec/25']
2026-01-28 18:50:56 [DEBUG] macro_scraper: manufacturing_pmi row cells: ['Manufacturing PMI', '45.8', '49.7', '70', '33', 'points', 'Dec/25']
2026-01-28 18:50:58 [DEBUG] macro_scraper: ppi row cells: ['Producer Price Inflation MoM', '-0.2', '-0.5', '4.6', '-2.1', 'percent', 'Dec/25']
2026-01-28 18:51:01 [DEBUG] macro_scraper: gdp_growth_qoq row cells: ['GDP Growth Rate', '-0.5', '0.2', '6.1', '-6.4', 'percent', 'Sep/25']
